Protein IDs	Gene names	Protein names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	mean_control_log2_LFQ intensity IgG_ChIP_01	mean_control_log2_LFQ intensity IgG_ChIP_02	mean_control_log2_LFQ intensity IgG_ChIP_03	mean_control_log2_LFQ intensity IgG_ChIP_04	mean_treatment_log2_LFQ intensity TRF2_ChIP_01	mean_treatment_log2_LFQ intensity TRF2_ChIP_02	mean_treatment_log2_LFQ intensity TRF2_ChIP_03	mean_treatment_log2_LFQ intensity TRF2_ChIP_04	mean_log2_fold_change	std_log2_fold_change	mean_-log10_pval	std_-1og10_pval
Q9UH99-3;Q9UH99;Q9UH99-2;B0QY60	SUN2	SUN domain-containing protein 2	4	8	8	8	13.9	13.9	13.9	79.611000000000004	713	23.3245728262225	22.487899880627989	22.663750922266431	21.243673974707239	24.00975140693545	23.548631913212361	24.529933774647819	23.669363474734752	1.509445741426553	0.2133134079684891	1.7128026524139519	0.33197320570788719
Q13573;G3V3A4;G3V4X8;G3V5R3	SNW1	SNW domain-containing protein 1	4	13	13	13	34.700000000000003	34.700000000000003	34.700000000000003	61.494	536	23.222405786783401	23.53516524418438	22.33962821739453	23.081283177024979	23.996623816803471	24.399891213272038	25.04105450233979	24.743193725706501	1.500570208183625	0	2.3536165256411499	0
P52948-6;P52948-2;P52948-5;P52948;H7C3P6;A0A3B3ITD8;P52948-4;P52948-3;H0YCT1;H0YDF4;H0YEN4	NUP98	Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96	11	10	10	10	6.7	6.7	6.7	186.27	1714	20.691310499495302	22.474324402625431	22.429229464834819	21.853723092347849	23.369195817643131	23.162371043665821	23.426368164563819	23.419183541241409	1.482132776952694	0.56217828996826225	1.52179884961464	0.2079437156391459
J3QSV6;O76021;I3L3U9;I3L3C4;I3L234;O76021-2;J3KPU7;I3L2F2;I3L4T8;I3L1Y4;I3L1A3	RSL1D1	Ribosomal L1 domain-containing protein 1	11	13	13	13	41.2	41.2	41.2	48.207999999999998	430	24.571958129379119	24.001528459783952	23.66644073758026	24.122894330769991	26.34112922430695	25.177786615729751	25.128175613418989	25.640721326226679	1.481247780542269	0	2.333227252203057	0
Q6PJG6;Q6PJG6-2;Q6PJG6-3;F8WDN5	BRAT1	BRCA1-associated ATM activator 1	4	8	8	8	15.2	15.2	15.2	88.117999999999995	821	21.13035047914159	23.346245349751062	21.422926228306299	22.275208859956379	23.60048191095381	23.92188814110736	23.47704278016435	23.067316839727852	1.472999688699512	0.46037264837797082	1.172217384283033	0.1223949647431575
Q6PJT7;Q6PJT7-5;G3V256;Q6PJT7-2;Q6PJT7-9;Q6PJT7-10;H0YJA2;Q6PJT7-11;Q6PJT7-3;Q6PJT7-4;G3V5I6;A0A3B3IT62;G3V3Y4;G3V411;G3V3R9;A0A087WTC9;Q6PJT7-8;H0YJ87;G3V572;G3V2X4	ZC3H14	Zinc finger CCCH domain-containing protein 14	20	11	11	11	18.5	18.5	18.5	82.875	736	22.671913322843618	21.880741655428789	21.129675435207151	22.43070667975741	23.3938826964946	23.06592095594754	23.843068418185279	23.652284811845309	1.4605299473089419	0.42206134469143858	1.899982421602274	0.26137456387234881
Q13263;Q13263-2;M0R0K9;M0R3C0;M0R2I3	TRIM28	Transcription intermediary factor 1-beta	5	31	31	31	56.3	56.3	56.3	88.548999999999992	835	26.275100756523649	25.840309436564649	26.001163337435539	25.876544112249661	27.48968310792257	26.967742181877661	27.507183446943809	27.65676438655084	1.4070638701303371	0	3.636453329435227	0
P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;Q9NQ39;S4R435	RPS10	40S ribosomal protein S10;Putative 40S ribosomal protein S10-like	8	5	5	5	29.1	29.1	29.1	18.898	165	26.84911966913598	19.822309250039151	26.353263150504471	21.231493770022389	24.499965559240309	25.037665584713569	25.268030497506999	25.034394641441359	1.395967610800062	0.5536226689108823	0.30654233630234479	8.426637810268596E-2
P38919;I3L3H2;J3QQP0;E9PBH4;F8WE11	EIF4A3	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	5	14	13	13	35.299999999999997	31.4	31.4	46.871000000000002	411	21.047846805008849	24.619581032760969	24.964022106550129	24.685547421856981	24.644219371416138	25.14619854041371	25.703929335143439	25.276042028780541	1.363347977394223	0.42739598896334358	0.72355878661049056	0.12813131908835501
Q9BZE4;Q9BZE4-2;Q9BZE4-3;Q5T3R7	GTPBP4	Nucleolar GTP-binding protein 1	4	11	11	11	19.899999999999999	19.899999999999999	19.899999999999999	73.963999999999999	634	21.856827741284349	23.030628074939571	22.737088040617252	20.70739184308643	23.767896703248152	22.907858876888941	23.42598417972167	23.671092677178208	1.360224184277343	0.3060035274482984	1.297428095394489	0.28449637342734008
Q9UPN9-2	TRIM33	E3 ubiquitin-protein ligase TRIM33	1	9	9	1	8.6	8.6	1.2	120.54	1110	23.09583996700492	20.296935479147411	21.200485727466621	22.213771283409379	23.259399621069772	22.73898531984436	22.985965590961321	23.00995638130847	1.296818614038902	0.22456776231284559	0.77087504291053499	0.21869949206242889
Q13242;H0YIB4;S4R3G0	SRSF9	Serine/arginine-rich splicing factor 9	3	6	5	5	26.7	23.5	23.5	25.542000000000002	221	25.510567644963999	25.51258833218462	25.779365087651719	21.829289242140941	25.638679177505381	26.114459462069661	25.730293083188691	26.222693212203279	1.268578657006437	0.15958433030727259	0.63623715492157096	2.7892031377110351E-2
P62851	RPS25	40S ribosomal protein S25	1	5	5	5	29.6	29.6	29.6	13.742000000000001	125	26.030527049412338	26.463105988441889	26.730526317224601	20.92942076336405	26.45156643336723	26.168673342181989	25.973205820301182	26.629231202794688	1.2672741700505521	0.32033979824931258	0.40052986929677431	1.432429077175894E-2
P31946-2;P31946;Q4VY20;A0A0J9YWZ2;Q4VY19;A0A0J9YWE8	YWHAB	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	6	5	4	4	29.9	25.8	25.8	27.85	244	23.245815542068911	23.66166503491964	23.280509129274119	21.79676698208538	23.467123902723479	25.39371907182861	24.052583970285539	24.132967189298501	1.265409361447017	0.38491490249850258	1.064435252094311	0.1017124934938477
P40227;P40227-2	CCT6A	T-complex protein 1 subunit zeta	2	10	10	9	25.6	25.6	23.2	58.023999999999987	531	25.115650459694439	21.423454085976029	24.913284251392941	21.76583793095309	24.864716267542921	24.885345971951558	24.405225619554869	24.083427386051181	1.2551221292710091	0.37445357187667	0.56386675054125834	6.5210676880507967E-2
P62280;M0QZC5;M0R1H5;M0R1H6	RPS11	40S ribosomal protein S11	4	10	10	10	46.2	46.2	46.2	18.431000000000001	158	26.876309908508741	26.964440818787409	26.854717749796482	22.24850713668279	26.9637796386471	27.06743173469285	26.944137242827232	26.970597265094678	1.25049256687161	0.19801562819344079	0.49087014138797352	7.9841712565231898E-3
J3KT73;J3QL01;P63173;J3KSP2	RPL38	60S ribosomal protein L38	4	4	4	4	39.1	39.1	39.1	7.5648999999999997	64	25.509722339399829	25.564767255698179	22.069189880996628	21.964823944707351	25.682844817935258	25.162693727203219	24.1926480016445	25.069481891412579	1.2497912543483951	0.36585442836310728	0.52545846603192514	8.1423046444220548E-2
P55795	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	1	10	6	6	30.1	17.600000000000001	17.600000000000001	49.263000000000012	449	22.086769644550031	20.567773900315629	23.840477525467001	24.035569679645391	24.253713052238979	23.52563932617571	24.100852230439909	23.64251272390004	1.248031645694148	0.2774443472397668	0.6972000616422428	9.1629574238098574E-2
Q02543;M0R3D6;M0R1A7;M0R117;M0R0P7	RPL18A	60S ribosomal protein L18a	5	8	8	8	43.8	43.8	43.8	20.762	176	27.616176945258381	28.19046432439961	28.193616420605171	23.62644876212336	27.822744694078722	28.238723830941229	28.411308421161479	28.10209456850102	1.237041265573978	0	0.51251668582576748	0
A0A2R8Y425;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;Q14839-2;Q14839;A0A2R8YFD8;A0A2R8YDJ9;A0A2R8YD40;A0A2R8YDW2;A0A2R8Y4X2;A0A2R8Y8C1;A0A2R8Y445;A0A2R8YER1;A0A2R8Y7I0;A0A2R8Y5Z7;A0A2R8Y7M9;A0A2R8Y685;A0A2R8Y8B3;A0A2R8Y5M9;A0A2R8YE38;Q8TDI0;K7EMY3;F2Z2R5;A0A2R8Y6G9;H7C0J3;A0A2R8Y7X1;F5H6N4;H7C3H7;I3L229;K7ESA5;K7EPV1	CHD4	Chromodomain-helicase-DNA-binding protein 4	36	37	37	30	23.9	23.9	19.399999999999999	215.49	1889	24.71518237144786	24.73706740430309	24.26054860672803	24.24655505479269	25.670147276400499	25.490111734269519	25.85126618223951	25.848689983006391	1.2252154346610631	0	3.565259920118415	0
P61313;A0A2R8YEM3;E7EQV9;E7EX53;A0A2R8Y738;E7ENU7;P61313-2;E7ERA2	RPL15	60S ribosomal protein L15;Ribosomal protein L15	8	8	8	8	36.799999999999997	36.799999999999997	36.799999999999997	24.146000000000001	204	25.770091799266329	25.816166490314242	26.266512200050791	20.733055348680949	26.085839869274619	26.179932621794009	25.547161425835139	25.61753674187716	1.211161205117149	0.1873368347303761	0.40390518089274802	6.4836136616678343E-3
P62263;A0A2R8Y811;E5RH77	RPS14	40S ribosomal protein S14	3	7	7	7	64.2	64.2	64.2	16.273	151	27.346042405755099	27.130160942321361	27.507712751453859	27.68002980232821	28.71689024900126	28.602437224161481	28.300031378279151	28.797611066421009	1.1882560040010941	0	3.5127348793331721	0
F8WJN3;Q16630-3;Q16630;Q16630-2	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	4	5	5	5	16.3	16.3	16.3	52.268999999999998	478	23.47975855840274	21.08502330582591	21.786522825984122	23.655563914039359	23.971671947332641	23.22287742915314	23.140881557795549	24.419697916874242	1.18706506172586	0.38919047538033708	0.81639617141728882	4.6415876452902322E-2
P55060;P55060-3;P55060-4;P55060-2	CSE1L	Exportin-2	4	35	35	35	48.8	48.8	48.8	110.42	971	26.05318496802008	25.876263063197811	25.86936020294311	26.434042389480179	27.359342331702699	27.255388959905119	27.126325423746419	27.16796551510085	1.169042901703484	0	3.760669280132797	0
Q9NW13-2;Q9NW13;C9JE21;C9JAA9	RBM28	RNA-binding protein 28	4	5	5	5	8.9	8.9	8.9	69.921999999999997	618	21.740786463595551	22.694093330468249	22.793484243926109	21.842155497382169	23.214438301592121	23.29935896212022	23.487507397319931	23.741600297335111	1.168096355748834	0.69884483734736047	1.4442467231613949	0.49425109161716252
Q14692	BMS1	Ribosome biogenesis protein BMS1 homolog	1	7	7	7	6.2	6.2	6.2	145.81	1282	22.341149589226731	22.3321884678884	20.70690937155101	21.6355102139933	22.660969068413721	22.71640753688191	23.297680921755539	23.00211246340406	1.1653530869489459	6.2821404467520284E-2	1.5175219799403969	0.23898948240940379
G3V198;Q12769;E9PR16;Q12769-2;E9PSI3;Q12769-3	NUP160	Nuclear pore complex protein Nup160	6	9	9	9	10	10	10	148.86000000000001	1314	23.301732849864379	21.819171821473901	21.250334018141881	23.51183467538057	23.94270635251317	23.083394921801109	24.171272104812651	23.341095282135161	1.1638488241003391	9.0888348231487323E-2	0.97657466456628461	2.594527732700027E-2
Q969Q0;J3KQN4;P83881;R4GN19;H0Y5B4;H7BZ11	RPL36AL	60S ribosomal protein L36a-like;60S ribosomal protein L36a	6	6	6	6	33	33	33	12.468999999999999	106	26.02508649161561	26.884484501600479	24.889854470247428	22.736654736875089	26.836173087495339	26.786062987479049	25.503093700270529	26.031558019318521	1.15520189855621	0.22083882090643081	0.56404299557117865	3.3964614942499E-3
P62316;P62316-2;K7ERG4;K7EJB5	SNRPD2	Small nuclear ribonucleoprotein Sm D2	4	6	6	6	49.2	49.2	49.2	13.526999999999999	118	26.612736689740871	26.522933828427341	26.727283575825901	21.75434003490178	26.532180280014789	26.670741600633669	26.213396619050179	26.813967073378048	1.1532478610451959	0.15732088384634779	0.41697019107362049	4.2109451622251038E-3
Q9NVP1;H7C452	DDX18	ATP-dependent RNA helicase DDX18	2	13	13	13	24.3	24.3	24.3	75.406000000000006	670	24.6197489279111	24.053412867200549	24.723851310033631	24.316585376230819	25.574732099227599	25.210371107759169	25.527996890969181	26.002322818554781	1.150456108783658	0	2.682143109439771	0
P63104;B0AZS6;E7EX29;P63104-2;B7Z2E6;H0YB80;E7ESK7;E5RGE1;E5RIR4;E9PD24;E7EVZ2	YWHAZ	14-3-3 protein zeta/delta	11	8	7	7	39.6	35.5	35.5	27.745000000000001	245	24.783767211857739	25.388144762494679	24.970838589985561	24.10005015389682	25.357497774532749	26.87361382924022	25.896660194114968	25.715051416167071	1.1500056239550529	0	1.467204659265533	0
Q92621;U3KPX2;U3KQ97	NUP205	Nuclear pore complex protein Nup205	3	10	10	10	6.3	6.3	6.3	227.92	2012	21.358908710573111	21.75625129289795	22.520828702797889	21.77152812353884	23.33919324489078	22.44004793080811	23.051953689966549	23.14161448796736	1.141323130956249	0.64168829995594534	1.2812292075650289	0.59775699374214264
F8W7C6;H7C123;H7C2C5;Q96L21;H7C2U2	RPL10	60S ribosomal protein L10-like	5	8	8	1	49.1	49.1	11	18.565000000000001	163	27.188013165797621	26.986634041889261	27.330141265050131	26.019794988196381	27.84439804144737	27.971858290349889	28.128686949371328	28.13594408064327	1.1390759752196189	0	2.0218024325152091	0
P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8;P43246-2;A0A2R8Y713	MSH2	DNA mismatch repair protein Msh2	8	11	11	11	15.4	15.4	15.4	104.74	934	23.623772560940029	22.688036826388021	23.258537280912069	21.83262962992303	24.220074789779151	23.335517933557039	23.958634130930559	24.425920172310629	1.134292682103561	0.15841903541184929	1.3195040654930621	0.15626960024735989
Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2;X6RJY0;Q5TAP6	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	5	9	9	9	16	16	16	82.003999999999991	719	23.21369696769391	23.149931279368641	21.08773752211874	21.509907907373609	23.569990001986849	22.994415592073281	23.43224317019336	23.490815629786091	1.1315476793711661	0.50175559555913629	0.81144456737737469	0.11727981917640989
Q14258;A0A3B3IUA7	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	2	5	5	5	9.1999999999999993	9.1999999999999993	9.1999999999999993	70.972999999999999	630	23.481484122946132	22.162049174002011	23.976487209699449	20.6622753326813	23.88623019016207	24.10948636152002	23.400933623029019	23.386270897487861	1.1251563082175211	0.39539029034065759	0.59009345129888413	0.19443317069627161
P62979;P0CG48;F5GYU3;A0A2R8Y422;F5H388;B4DV12;F5H265;J3QKN0;F5H2Z3;F5H6Q2;F5GXK7;Q5PY61;J3QTR3;J3QS39;Q96C32;P62987;P0CG47;F5H747;M0R2S1;M0R1M6;M0R1V7;F5GZ39;J3QSA3	RPS27A	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin	23	8	8	8	50	50	50	17.965	156	28.68612207564383	28.833370713081688	28.592313256171892	28.179733348624868	29.68714052133214	29.431932458305742	29.852799578552499	29.795305736868031	1.118909725384029	0	3.2526192813745092	0
P26373;J3QSB4;P26373-2;H3BTH3	RPL13	60S ribosomal protein L13	4	5	5	5	25.1	25.1	25.1	24.260999999999999	211	26.08614367769508	26.158019297692881	25.84213335468344	24.74678532912851	27.138875792769571	26.963338683484849	26.590351303336998	26.603145017454821	1.115657284461584	0	1.7006692408024691	0
Q8N163-2;Q8N163;G3V119;H0YB24;A0A087X2B6;H0YC69;E5RFJ3;H0YC58;E5RHJ4;E5RGU7	CCAR2	Cell cycle and apoptosis regulator protein 2	10	14	14	14	23	23	23	103.14	923	23.987718530432311	23.579573749134671	21.47685999752964	21.91551359044275	24.051422713937409	23.519533558206849	24.091439906102561	23.722444844391589	1.1062937887747639	0.30794203842231321	0.85667230985199572	6.7895753818949731E-2
P40222	TXLNA	Alpha-taxilin	1	12	12	12	28.8	28.8	28.8	61.89	546	23.43313509914967	23.01036624270851	22.906373179021159	22.395975454853779	23.472711660006961	23.920889264878639	24.45412656219461	24.291441093846409	1.098329651298378	0	1.9453608777697069	0
P49736;H0Y8E6	MCM2	DNA replication licensing factor MCM2	2	13	13	13	16.399999999999999	16.399999999999999	16.399999999999999	101.89	904	23.377162860665361	22.65140912438844	23.980850817892382	23.590693945552339	24.644439437014071	23.747041530411511	24.634004483550981	24.918571024794289	1.0859849318180821	0	1.547844586863971	2.719479911021036E-16
P62995-3;P62995;H7C2L4;H7BXF3	TRA2B	Transformer-2 protein homolog beta	4	4	4	4	26.6	26.6	26.6	21.934999999999999	188	25.31513463289701	25.38886735814997	21.295823309917811	24.500330352122081	25.57603056380599	24.992350952056871	24.69630749234755	25.50236541888912	1.0667246935031649	0.10773054273777539	0.49302683392496149	1.879756496598227E-3
Q5JTH9-2;Q5JTH9-3;Q5JTH9;A0A087X1U8;A0A087X0G0	RRP12	RRP12-like protein	5	10	10	10	11	11	11	132.71	1197	22.241617794675548	22.69176822124178	21.334672649675181	22.030122876544901	23.120127744905531	22.578767935007491	23.53207621466996	23.32223625488384	1.06375665183235	0	1.64709125147914	2.719479911021036E-16
Q9NWH9;H7C3F4;Q9NWH9-3;H7BXE3;H0YMM0;H0YL55;H0YLW7;H0YMW8;H0YKH2;H0YNF3;H0YMR6;H0YLE6;H0YKU6	SLTM	SAFB-like transcription modulator	13	10	10	10	12	12	12	117.15	1034	24.78930080248184	24.710985895258041	24.09256940680741	21.895253332232851	24.605294579158709	24.370859250366191	25.296141001620029	25.461139676898071	1.0613312678157161	0.13552923384030399	0.71351000652366359	3.738183976481739E-2
P62805	HIST1H4A	Histone H4	1	12	12	12	65	65	65	11.367000000000001	103	31.51432213156151	32.026866683673241	31.348049450250642	31.623617342332679	32.830793302090747	32.733882975315673	32.321173022478021	32.798306583233803	1.042825068825046	0	2.8535398267800738	0
P23528;G3V1A4;E9PP50;E9PK25;E9PQB7;E9PLJ3;E9PS23;Q9Y281-3;Q9Y281	CFL1	Cofilin-1	9	9	9	9	60.8	60.8	60.8	18.501999999999999	166	25.390541075585801	25.493688855461791	25.428350459770421	25.59212074615213	26.25042767529283	27.30338876606254	26.19460297515797	26.31068696792174	1.038601311866227	0	2.088321918853338	0
P29401;P29401-2;A0A0B4J1R6;E9PFF2;F8W888	TKT	Transketolase	5	12	12	12	27	27	27	67.876999999999995	623	24.629787047548589	24.083508543480441	24.502699260158892	24.464134892591691	25.232204835593521	25.567497048453749	25.466626164219019	25.489621865190429	1.0189550424192719	0	3.499026845940544	0
U3KQK0;Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q5QNW6-2;Q96A08;A0A2R8Y619	HIST1H2BN	Histone H2B;Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A	13	8	8	2	38	38	6	18.803999999999998	166	31.74073377469605	32.156474660043941	31.64009208684211	32.191664814717377	33.143973757258962	33.19091462534108	32.547152230574333	32.894771729032371	1.0119617514768251	0	2.5910003351068061	0
P07355;P07355-2;H0YMW4;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YM50;H0YNB8;H0YKS4;H0YNP5;H0YL33;H0YN28;H0YMM1;A0A7I2V4P4;H0YNA0;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YKL9;H0YKV8;H0YMD9;H0YKN4;H0YLE2	ANXA2	Annexin A2;Annexin;Putative annexin A2-like protein	25	21	21	21	60.2	60.2	60.2	38.603999999999999	339	26.452572179093021	26.266923191190671	26.420950939692759	26.57758718024952	27.114260866840361	28.65160756890312	26.93674396065612	26.965101696050858	0.98742015055612242	0	1.249932837430032	0
Q14566	MCM6	DNA replication licensing factor MCM6	1	17	17	17	23.8	23.8	23.8	92.887999999999991	821	23.424703491629671	23.30744208917433	23.069268810803781	23.646253698493929	24.561974040806501	23.736344947279999	24.597131888494431	24.48290000861547	0.98267069877367419	0	2.2199984242495781	0
Q9Y6D9-4;Q9Y6D9;Q9Y6D9-3;C9JKI7;C9JIR0;C9JJ38	MAD1L1	Mitotic spindle assembly checkpoint protein MAD1	6	5	5	5	9.6999999999999993	9.6999999999999993	9.6999999999999993	77.459000000000003	671	22.41033333599837	21.1871474520389	21.073645466111021	21.910147523428911	22.132386763630091	22.575932498396419	22.874364548674819	22.927866918513651	0.98231923790944131	0.62818532599848598	0.90655008907889412	0.62455724764192533
A0A3B3IUD7;Q14690	PDCD11	Protein RRP5 homolog	2	27	27	27	18.600000000000001	18.600000000000001	18.600000000000001	208.83	1872	23.223010050793391	22.83008652134928	22.10200643783228	23.233156215927359	24.439997221856029	23.172417131228659	23.797190502500531	23.88054312360395	0.97547218832171367	0	1.406929548099606	0
Q9H6R4-4;Q9H6R4;A0A0A0MRW6;Q9H6R4-2;Q9H6R4-3;A0A0C4DFX0	NOL6	Nucleolar protein 6	6	6	6	6	7.1	7.1	7.1	127.32	1143	23.56813519091142	23.604446450521738	21.091190350454479	21.97160095756	23.7565400347804	22.84233960026582	23.57646312576118	23.862022070107269	0.95049797036676154	0.39371760886313117	0.62807402633700748	0.13376315196088401
P28799;K7EQ05;P28799-3;P28799-2;K7EQI0;K7EMR1;K7EPL0;K7EKL3	GRN	Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7	8	3	3	3	6.2	6.2	6.2	63.543999999999997	593	26.63906575174159	27.118920642524671	27.01456913500018	20.343249856611031	26.46153003125394	26.934046072930421	25.71056557549371	25.799860238096969	0.94754913297439336	0.12214482368675569	0.22716693442258259	1.469110172617563E-2
Q09028-4;Q09028-3;Q09028-2;Q09028;H0YEU5;H0YCT5;H0YF10;H0YDK2;Q5JP02;C9JPP3	RBBP4	Histone-binding protein RBBP4	10	7	7	4	28.7	28.7	22.1	43.481000000000002	390	24.78706001242605	25.165188246083879	24.875255520921272	21.248524297441829	24.97722995484979	24.987545067038951	25.083711417082071	24.813918159341839	0.94659413035990647	0.28415159604614182	0.45941193206609438	2.1175582985623262E-3
